id,first_name,last_name,email,gender,experience_years,age,state,current_position,interest,university_quality,gpa,years_work_experience,years_education_experience,prior_degree_level,prior_degree_field,sat_percentile,gpa_percentile,individual_income_level,parental_education_level,disposable_income_for_university,international_candidate,number_of_dependents
124,Charlie,Ferney,cferney3f@europa.eu,Female,1,25,Illinois,After-school / Enrichment Educator,Leadership & School Improvement,R2 Research University,3.09,1,0,Bachelor's Degree,Arts & Humanities,63,40,27365,Master's degree,4326,0,0
125,Bryana,Yukhnov,byukhnov3g@globo.com,Female,8,40,New Jersey,Instructional Coach,Edtech & Digital Learning,Private University (Nonselective),3.17,8,8,Bachelor's Degree,Education,59,48,81892,Some college,12900,0,0
126,Russ,Dachey,rdachey3h@cmu.edu,Female,2,26,Minnesota,K-12 Classroom Teacher,Leadership & School Improvement,Regional Public University,2.88,2,1,Bachelor's Degree,Social Sciences,57,29,72407,Doctoral degree,21984,0,1
127,Tiphani,Spincke,tspincke3i@t.co,Male,31,57,Oregon,Teaching Assistant / Paraprofessional,Literacy & Language Learning,R1 Research University,3.78,31,4,Bachelor's Degree,Social Sciences,81,75,30505,Bachelor's degree,4973,0,1
128,Angelina,Cronshaw,acronshaw3j@apple.com,Female,20,44,New York,K-12 Classroom Teacher,Edtech & Digital Learning,Liberal Arts College,3.08,20,20,Bachelor's Degree,STEM,56,67,72695,High school or below,18109,0,3
129,Carey,Galton,cgalton3k@gov.uk,Male,3,29,Illinois,Career Switcher (Non-Education Background),Leadership & School Improvement,R2 Research University,3.12,3,1,Master's Degree,Health / Nursing,73,41,30975,Bachelor's degree,9480,0,1
130,Licha,Adenet,ladenet3l@people.com.cn,Male,7,33,Massachusetts,Preservice Teacher / Education Student,Inclusive & Special Education,Community College / 2-Year College,3.34,7,0,Bachelor's Degree,Social Sciences,66,66,17524,Some college,1918,0,0
131,Madel,Linning,mlinning3m@quantcast.com,Female,1,23,Florida,K-12 Classroom Teacher,Edtech & Digital Learning,R1 Research University,3.18,1,1,Master's Degree,Arts & Humanities,78,44,40939,Master's degree,10928,0,0
132,Marisa,Worvell,mworvell3n@blogs.com,Female,1,30,California,Education Nonprofit Staff,Social-Emotional Learning (SEL),R2 Research University,3.44,1,1,Bachelor's Degree,Education,66,74,57605,Master's degree,13725,0,0
133,Blondelle,Matej,bmatej3o@bing.com,Male,14,42,Illinois,K-12 Classroom Teacher,Leadership & School Improvement,Regional Public University,3.54,14,9,Bachelor's Degree,Education,59,86,61945,Bachelor's degree,20180,0,2
134,Patty,Wyldish,pwyldish3p@barnesandnoble.com,Male,8,31,Illinois,K-12 Classroom Teacher,AI in Education,Liberal Arts College,3.89,8,7,Bachelor's Degree,Social Sciences,81,95,53939,Some college,14062,0,2
135,Creight,Pitceathly,cpitceathly3q@nps.gov,Male,9,32,California,College Student (Non-Education Major),Literacy & Language Learning,Liberal Arts College,3.4,9,0,Master's Degree,Business,62,73,36110,High school or below,12480,1,0
136,Theodor,Lemonnier,tlemonnier3r@reuters.com,Male,15,55,California,K-12 Classroom Teacher,Edtech & Digital Learning,Liberal Arts College,3.65,15,8,Master's Degree,Arts & Humanities,96,82,62698,Bachelor's degree,10431,0,1
137,Ninon,Aggs,naggs3s@gmpg.org,Male,14,37,New Jersey,Preservice Teacher / Education Student,Inclusive & Special Education,Private University (Nonselective),3.29,14,1,Master's Degree,Social Sciences,54,65,35214,Doctoral degree,9861,0,0
138,Ami,Woodlands,awoodlands3t@google.nl,Male,5,30,Florida,K-12 Classroom Teacher,AI in Education,R2 Research University,3.01,5,2,Bachelor's Degree,Arts & Humanities,28,57,69673,Doctoral degree,17884,0,1
139,Michaella,Chetham,mchetham3u@latimes.com,Male,2,25,California,K-12 Classroom Teacher,STEM Education,R2 Research University,2.96,2,1,Master's Degree,Education,61,27,59089,Some college,11998,0,0
140,Napoleon,Codling,ncodling3v@ibm.com,Female,2,23,New York,Education Consultant,Literacy & Language Learning,Regional Public University,3.71,2,2,Bachelor's Degree,Education,65,83,108046,Doctoral degree,12223,1,1
141,Christoper,Novik,cnovik3w@sbwire.com,Female,2,24,Washington,Teaching Assistant / Paraprofessional,Social-Emotional Learning (SEL),International Institution,3.56,2,2,Doctoral Degree,Social Sciences,53,83,43114,High school or below,7937,0,0
142,Arny,Cardis,acardis3x@cmu.edu,Female,4,27,Virginia,After-school / Enrichment Educator,Edtech & Digital Learning,R1 Research University,3.29,4,1,Bachelor's Degree,Social Sciences,36,67,30556,Doctoral degree,5120,0,0
143,Maryellen,Paladini,mpaladini3y@delicious.com,Female,2,25,North Carolina,K-12 Classroom Teacher,AI in Education,Regional Public University,3.61,2,2,Bachelor's Degree,Education,81,68,49795,Bachelor's degree,11659,0,0
144,Callean,Kydde,ckydde3z@macromedia.com,Female,20,57,Washington,College Student (Non-Education Major),STEM Education,Regional Public University,3.06,20,0,Master's Degree,STEM,77,49,29536,Some college,7150,0,1
145,Devonne,Dafter,ddafter40@purevolume.com,Female,22,63,North Carolina,K-12 Classroom Teacher,Inclusive & Special Education,R2 Research University,3.58,22,8,Master's Degree,STEM,73,80,44474,Doctoral degree,11989,0,3
146,Virginie,Fawbert,vfawbert41@bluehost.com,Female,11,40,Arizona,K-12 Classroom Teacher,Leadership & School Improvement,Liberal Arts College,4.0,11,8,Bachelor's Degree,Education,80,94,65606,High school or below,22712,0,1
147,Reuven,Bette,rbette42@ucla.edu,Male,21,47,Texas,K-12 Classroom Teacher,Inclusive & Special Education,R2 Research University,3.37,21,4,Bachelor's Degree,Health / Nursing,79,59,53731,Bachelor's degree,13811,0,2
148,Eleanore,Greystoke,egreystoke43@behance.net,Female,0,25,Florida,K-12 Classroom Teacher,Inclusive & Special Education,Private University (Nonselective),3.74,0,0,Bachelor's Degree,STEM,53,80,69702,Doctoral degree,18154,1,1
149,Lutero,Woodwin,lwoodwin44@flickr.com,Female,2,28,Texas,K-12 Classroom Teacher,AI in Education,Community College / 2-Year College,3.33,2,2,Bachelor's Degree,Education,69,63,47320,High school or below,6537,0,1
150,Gina,Belfelt,gbelfelt45@intel.com,Female,4,29,Texas,Preservice Teacher / Education Student,STEM Education,Regional Public University,2.74,4,0,Master's Degree,Arts & Humanities,69,30,22855,High school or below,7292,0,1
151,Imogen,Simonou,isimonou46@merriam-webster.com,Female,1,22,Tennessee,Career Switcher (Non-Education Background),Social-Emotional Learning (SEL),R1 Research University,3.41,1,0,Bachelor's Degree,Arts & Humanities,76,67,31404,Bachelor's degree,5678,0,0
152,Arvie,Sherbourne,asherbourne47@senate.gov,Male,4,28,Indiana,K-12 Classroom Teacher,Literacy & Language Learning,Regional Public University,3.38,4,4,Doctoral Degree,Education,67,72,71516,Master's degree,20756,0,1
153,Reggie,Jimpson,rjimpson48@nationalgeographic.com,Male,10,31,Illinois,Preservice Teacher / Education Student,Literacy & Language Learning,R2 Research University,4.0,10,0,Master's Degree,STEM,84,96,30372,Bachelor's degree,3322,0,0
154,Stacia,Erskin,serskin49@shop-pro.jp,Female,22,50,Michigan,K-12 Classroom Teacher,AI in Education,Private University (Nonselective),3.15,22,19,Bachelor's Degree,Social Sciences,41,44,58370,Doctoral degree,11284,0,1
155,Cortie,Marchand,cmarchand4a@ted.com,Female,1,26,New Jersey,K-12 Classroom Teacher,Inclusive & Special Education,Regional Public University,3.04,1,1,Bachelor's Degree,STEM,33,51,51241,Bachelor's degree,17614,0,0
156,Hermy,Murrhaupt,hmurrhaupt4b@posterous.com,Female,1,30,North Carolina,K-12 Classroom Teacher,Leadership & School Improvement,Community College / 2-Year College,3.38,1,1,Bachelor's Degree,Social Sciences,22,70,65591,High school or below,9133,0,0
157,Bonny,Neylan,bneylan4c@sakura.ne.jp,Nonbinary,1,23,South Carolina,K-12 Classroom Teacher,Social-Emotional Learning (SEL),International Institution,3.74,1,1,Bachelor's Degree,Education,55,53,50078,Bachelor's degree,8755,1,0
158,Kyle,Cod,kcod4d@europa.eu,Male,2,27,Pennsylvania,After-school / Enrichment Educator,Edtech & Digital Learning,R2 Research University,3.52,2,2,Bachelor's Degree,STEM,44,72,36309,Some college,6806,0,1
159,Sandra,Loseby,sloseby4e@topsy.com,Female,11,37,Florida,Preservice Teacher / Education Student,Literacy & Language Learning,International Institution,3.45,11,0,Bachelor's Degree,Social Sciences,81,63,22453,High school or below,3110,0,0
160,Marissa,O'Loinn,moloinn4f@chicagotribune.com,Female,3,29,Maryland,Teaching Assistant / Paraprofessional,Social-Emotional Learning (SEL),Regional Public University,3.33,3,1,Master's Degree,Social Sciences,67,46,34960,Bachelor's degree,7343,0,0
161,Roberta,Robyns,rrobyns4g@cafepress.com,Female,21,43,Texas,Education Nonprofit Staff,Inclusive & Special Education,Regional Public University,3.76,21,1,Master's Degree,Education,45,82,43493,Bachelor's degree,10267,0,2
162,Tyne,Rubie,trubie4h@bluehost.com,Female,0,25,Pennsylvania,K-12 Classroom Teacher,Arts & Music Education,Private University (Nonselective),3.15,0,0,Bachelor's Degree,Health / Nursing,63,44,44848,Master's degree,9711,0,0
163,Isabella,Jillett,ijillett4i@twitpic.com,Female,5,39,California,After-school / Enrichment Educator,Literacy & Language Learning,R1 Research University,3.12,5,3,Bachelor's Degree,Social Sciences,86,49,32106,Bachelor's degree,8657,0,1
164,Andee,Waterland,awaterland4j@amazon.co.uk,Male,10,40,Washington,Education Nonprofit Staff,STEM Education,Private University (Nonselective),3.14,10,1,Master's Degree,Education,56,53,71207,Bachelor's degree,21928,0,0
165,Idell,Macvey,imacvey4k@topsy.com,Female,0,24,Michigan,K-12 Classroom Teacher,AI in Education,Liberal Arts College,3.35,0,0,Bachelor's Degree,Arts & Humanities,55,63,58750,High school or below,17079,0,0
166,Nelson,Grattage,ngrattage4l@mtv.com,Female,1,22,Texas,Teaching Assistant / Paraprofessional,Social-Emotional Learning (SEL),International Institution,4.0,1,1,Master's Degree,Arts & Humanities,42,95,39111,Bachelor's degree,3941,0,0
167,Alfredo,Carden,acarden4m@desdev.cn,Male,4,29,California,K-12 Classroom Teacher,Edtech & Digital Learning,R1 Research University,3.06,4,2,Master's Degree,Education,47,77,61235,Bachelor's degree,9631,0,0
168,Allyce,Scroggs,ascroggs4n@ow.ly,Male,4,27,California,K-12 Classroom Teacher,STEM Education,R1 Research University,3.67,4,4,Bachelor's Degree,Social Sciences,71,93,77675,Master's degree,9722,0,0
169,Ferguson,Waddy,fwaddy4o@jugem.jp,Female,7,39,North Carolina,K-12 Classroom Teacher,Edtech & Digital Learning,R2 Research University,3.28,7,2,Bachelor's Degree,Education,61,63,60832,Master's degree,9147,0,1
170,Conchita,Endicott,cendicott4p@woothemes.com,Nonbinary,0,25,New York,K-12 Classroom Teacher,Literacy & Language Learning,Private University (Nonselective),3.68,0,0,Master's Degree,Education,35,79,67171,High school or below,20200,0,1
171,Cletus,Sorensen,csorensen4q@mayoclinic.com,Male,0,22,Texas,K-12 Classroom Teacher,Edtech & Digital Learning,Regional Public University,3.41,0,0,Bachelor's Degree,Business,27,55,71484,Bachelor's degree,12531,1,0
172,Meier,Johnston,mjohnston4r@icq.com,Female,24,42,Michigan,Instructional Coach,Edtech & Digital Learning,R1 Research University,3.52,24,20,Bachelor's Degree,Education,93,85,76690,Master's degree,28609,1,1
173,Maire,Annion,mannion4s@people.com.cn,Female,0,24,New Jersey,Instructional Coach,Edtech & Digital Learning,R2 Research University,3.74,0,0,Bachelor's Degree,Education,79,80,66700,Master's degree,22936,0,0
174,Daffi,Josowitz,djosowitz4t@examiner.com,Male,22,47,Illinois,Career Switcher (Non-Education Background),STEM Education,Regional Public University,2.99,22,1,Bachelor's Degree,Business,25,43,21567,Bachelor's degree,5257,0,1
175,Skye,Robertacci,srobertacci4u@addtoany.com,Female,2,24,New York,Instructional Coach,STEM Education,R2 Research University,3.94,2,2,Bachelor's Degree,STEM,77,90,77519,Bachelor's degree,14468,0,0
176,Asa,Parmley,aparmley4v@flavors.me,Female,1,22,Tennessee,K-12 Classroom Teacher,Assessment & Data-Informed Instruction,International Institution,3.28,1,1,Master's Degree,Social Sciences,26,75,60885,High school or below,16989,0,0
177,Dulciana,Haythorne,dhaythorne4w@about.com,Female,13,31,North Carolina,Preservice Teacher / Education Student,STEM Education,R2 Research University,3.43,13,0,Bachelor's Degree,STEM,70,70,34447,Bachelor's degree,4856,0,0
178,Daniele,Turmall,dturmall4x@stanford.edu,Female,2,26,California,Education Nonprofit Staff,Social-Emotional Learning (SEL),Liberal Arts College,3.32,2,2,Bachelor's Degree,Other,77,71,49109,Some college,10213,0,0
179,Wallis,Trewhella,wtrewhella4y@apache.org,Female,2,27,Maryland,Teaching Assistant / Paraprofessional,AI in Education,Private University (Nonselective),3.3,2,2,Doctoral Degree,Social Sciences,73,60,26957,Doctoral degree,5230,0,0
180,Aristotle,Eim,aeim4z@bandcamp.com,Male,7,33,Florida,Teaching Assistant / Paraprofessional,Edtech & Digital Learning,Regional Public University,3.87,7,1,Bachelor's Degree,Education,47,65,38152,Bachelor's degree,5805,0,1
181,Owen,Melsom,omelsom50@e-recht24.de,Nonbinary,8,35,Virginia,Education Nonprofit Staff,Social-Emotional Learning (SEL),R2 Research University,3.6,8,1,Bachelor's Degree,Health / Nursing,59,79,48617,Master's degree,14079,0,1
182,Maud,Brennans,mbrennans51@cmu.edu,Male,20,44,New Jersey,School or District Leader,Inclusive & Special Education,R2 Research University,3.2,20,18,Master's Degree,Business,78,52,123905,Master's degree,16071,0,1
183,Alejandrina,Carberry,acarberry52@storify.com,Male,27,56,Texas,Teaching Assistant / Paraprofessional,Edtech & Digital Learning,R2 Research University,3.56,27,2,Bachelor's Degree,Arts & Humanities,61,71,37090,Bachelor's degree,12953,0,1
184,Annalise,Pitone,apitone53@nymag.com,Male,11,41,Virginia,K-12 Classroom Teacher,Leadership & School Improvement,Private University (Nonselective),3.21,11,6,Bachelor's Degree,Education,51,60,55538,Some college,7456,0,1
185,Von,Hearns,vhearns54@nydailynews.com,Male,1,28,Virginia,College Student (Non-Education Major),Social-Emotional Learning (SEL),Regional Public University,3.62,1,1,Bachelor's Degree,Education,47,73,24240,High school or below,6631,0,1
186,Aviva,Cottie,acottie55@cnbc.com,Female,0,23,New Jersey,K-12 Classroom Teacher,Leadership & School Improvement,R2 Research University,3.54,0,0,Bachelor's Degree,Arts & Humanities,56,58,60647,Master's degree,21310,0,0
187,Ev,Turpie,eturpie56@themeforest.net,Female,10,36,Florida,Career Switcher (Non-Education Background),Leadership & School Improvement,Regional Public University,3.11,10,0,Master's Degree,Social Sciences,64,46,42938,Bachelor's degree,11168,0,0
188,Coraline,Matussow,cmatussow57@prweb.com,Female,1,25,Michigan,After-school / Enrichment Educator,Inclusive & Special Education,Regional Public University,3.04,1,1,Bachelor's Degree,Other,62,53,36269,Doctoral degree,8303,0,1
189,Waite,McDowell,wmcdowell58@dyndns.org,Female,0,22,Washington,K-12 Classroom Teacher,Edtech & Digital Learning,Regional Public University,3.83,0,0,Master's Degree,Education,63,91,60050,Master's degree,19451,0,0
190,Evangelina,Emig,eemig59@independent.co.uk,Female,23,49,Oregon,K-12 Classroom Teacher,Social-Emotional Learning (SEL),Private University (Nonselective),3.01,23,5,Master's Degree,Education,40,44,51047,Bachelor's degree,9706,0,1
191,Danya,D'Oyley,ddoyley5a@xing.com,Male,7,33,Pennsylvania,K-12 Classroom Teacher,Literacy & Language Learning,R2 Research University,3.48,7,4,Bachelor's Degree,Education,74,55,41299,Some college,11760,0,2
192,Malvina,Matches,mmatches5b@google.co.jp,Nonbinary,1,26,Illinois,Education Nonprofit Staff,Social-Emotional Learning (SEL),R1 Research University,3.23,1,1,Bachelor's Degree,Social Sciences,90,57,62042,Bachelor's degree,11364,0,1
193,Mina,Fewkes,mfewkes5c@dion.ne.jp,Male,5,34,Texas,K-12 Classroom Teacher,Literacy & Language Learning,R1 Research University,3.34,5,1,Bachelor's Degree,Education,82,66,47516,High school or below,14276,0,1
194,Donn,Saulter,dsaulter5d@ifeng.com,Female,13,42,California,Career Switcher (Non-Education Background),Social-Emotional Learning (SEL),R2 Research University,2.99,13,0,Bachelor's Degree,Arts & Humanities,74,34,38714,Master's degree,14273,0,1
195,Lennie,Swaton,lswaton5e@bloomberg.com,Male,0,25,Virginia,K-12 Classroom Teacher,Literacy & Language Learning,R2 Research University,3.4,0,0,Master's Degree,Education,81,67,52790,Doctoral degree,6252,0,0
196,Harlan,Philliphs,hphilliphs5f@123-reg.co.uk,Female,6,26,Illinois,Education Nonprofit Staff,AI in Education,Liberal Arts College,3.47,6,0,Associate Degree,STEM,76,63,47533,Bachelor's degree,8658,0,1
197,Luise,Erwin,lerwin5g@zdnet.com,Female,2,25,Colorado,After-school / Enrichment Educator,Literacy & Language Learning,Regional Public University,3.18,2,2,Bachelor's Degree,Social Sciences,54,44,33474,Some college,5984,0,0
198,Hyacinthe,Swanson,hswanson5h@mtv.com,Female,8,38,Florida,Preservice Teacher / Education Student,AI in Education,Liberal Arts College,4.0,8,1,Bachelor's Degree,Other,33,71,24039,Bachelor's degree,4782,0,1
199,Brendin,Ibert,bibert5i@gnu.org,Female,1,28,Texas,Other,Arts & Music Education,R1 Research University,3.94,1,0,Bachelor's Degree,Health / Nursing,76,93,52623,Bachelor's degree,13219,0,1
200,Gillian,Symmers,gsymmers5j@cnn.com,Female,0,25,Colorado,K-12 Classroom Teacher,Arts & Music Education,R2 Research University,3.49,0,0,Master's Degree,STEM,59,73,44043,Master's degree,5713,0,1
201,Pippy,Guillford,pguillford5k@shop-pro.jp,Female,6,30,Indiana,K-12 Classroom Teacher,Social-Emotional Learning (SEL),Private University (Nonselective),2.77,6,4,Bachelor's Degree,Education,51,41,68055,High school or below,20788,0,0
202,Harv,Zanelli,hzanelli5l@reverbnation.com,Female,2,22,California,K-12 Classroom Teacher,Literacy & Language Learning,Private University (Nonselective),3.11,2,2,Master's Degree,Social Sciences,75,41,65822,High school or below,21823,0,0
